Question,Question Type,QID,title_old,Answer,TITLE
What is required by the interpretation of a UDT and confirmatory results?,What,912,Discussion of Recommendations: Risk Mitigation: Discussion: Urine Drug Testing and Confirmatory Testing,education and knowledge of the local procedures and clinical  scenario,Recommendations
What can identify active SUD or possible diversion?,What,913,Discussion of Recommendations: Risk Mitigation: Discussion: Urine Drug Testing and Confirmatory Testing,UDT results,Recommendations
What can UDT results do?,What,914,Discussion of Recommendations: Risk Mitigation: Discussion: Urine Drug Testing and Confirmatory Testing,help identify active SUD or possible diversion,Recommendations
What should clinicians obtain prior to initiating or continuing LOT and periodically thereafter?,What,915,Discussion of Recommendations: Risk Mitigation: Discussion: Urine Drug Testing and Confirmatory Testing,UDT,Recommendations
When should clinicians obtain UDT?,When,916,Discussion of Recommendations: Risk Mitigation: Discussion: Urine Drug Testing and Confirmatory Testing,prior to initiating or continuing LOT and periodically thereafter,Recommendations
What should be done when a patient is referred for  SUD treatment or is engaged in on-going treatment?,What,917,Discussion of Recommendations: Risk Mitigation: Discussion: Urine Drug Testing and Confirmatory Testing,close communication between the  SUD and pain management providers,Recommendations
What is the format of the ideal approach to communicate between the  SUD and pain management providers when a patient is referred for  SUD treatment or is engaged in ongoing treatment?,What,918,Discussion of Recommendations: Risk Mitigation: Discussion: Urine Drug Testing and Confirmatory Testing,interdisciplinary,Recommendations
What is a life-saving measure following opioid overdose?,What,919,Discussion of Recommendations: Risk Mitigation: Discussion: Prescribing of Naloxone Rescue and Accompanying Education,Naloxone administration,Recommendations
When to administer Naloxone?,When,920,Discussion of Recommendations: Risk Mitigation: Discussion: Prescribing of Naloxone Rescue and Accompanying Education,as a life saving measure following opioid overdose,Recommendations
What has reduced opioid-related emergency department visits?,What,922,Discussion of Recommendations: Risk Mitigation: Discussion: Prescribing of Naloxone Rescue and Accompanying Education,prescription of naloxone rescue and accompanying education,Recommendations
Who supports the distribution of naloxone for the reversal?,Who,923,Discussion of Recommendations: Risk Mitigation: Discussion: Prescribing of Naloxone Rescue and Accompanying Education,"SAMHSA, the American Medical Association (AMA), and other medical societies",Recommendations
Who facilitates the distribution of naloxone for the reversal?,Who,924,Discussion of Recommendations: Risk Mitigation: Discussion: Prescribing of Naloxone Rescue and Accompanying Education,the VA via Pharmacy Benefits Management,Recommendations
Which opioids are responsible for a recent rise in death rates?,Which,927,Discussion of Recommendations: Risk Mitigation: Discussion: Prescribing of Naloxone Rescue and Accompanying Education,"Synthetic opioids such as fentanyl analogs, potent opioid receptor agonists",Recommendations
What are some examples of synthetic opioids?,What,928,Discussion of Recommendations: Risk Mitigation: Discussion: Prescribing of Naloxone Rescue and Accompanying Education,"fentanyl analogs, potent opioid receptor agonists",Recommendations
What can cause a toxidrome?,What,929,Discussion of Recommendations: Risk Mitigation: Discussion: Prescribing of Naloxone Rescue and Accompanying Education,Fentanyl analogs that may be used to create counterfeit opioid analgesic pills,Recommendations
What can be caused by fentanyl analogs that may be used to create counterfeit opioid analgesic pills?,What,930,Discussion of Recommendations: Risk Mitigation: Discussion: Prescribing of Naloxone Rescue and Accompanying Education,a toxidrome characterized by significant CNS and profound respiratory depression requiring multiple  naloxone doses for reversal,Recommendations
Who may benefit from an alternative management strategy?,Who,931,Discussion of Recommendations: Risk Mitigation: Discussion: Patients at High Risk for Opioid Use Disorder,Those patients receiving opioid analgesics who do not meet DSM-5 criteria for OUD,Recommendations
What is the alternative management strategy that is beneficial for patients receiving opioid analgesics who do not meet DSM-5 criteria for OUD?,What,933,Discussion of Recommendations: Risk Mitigation: Discussion: Patients at High Risk for Opioid Use Disorder,close follow-up and CBT,Recommendations
What has been explored as a strategy to reduce the amount of opioids in  the community?,What,934,Discussion of Recommendations: Risk Mitigation: Discussion: Other Risk Mitigation Strategies,Returning unused opioid medications,Recommendations
What is the ratio of opioid prescriptions that are left unused?,What,935,Discussion of Recommendations: Risk Mitigation: Discussion: Other Risk Mitigation Strategies,70%,Recommendations
Why has returning unused opioid medications been explored as a strategy to reduce the amount of opioids in  the community?,Why,937,Discussion of Recommendations: Risk Mitigation: Discussion: Other Risk Mitigation Strategies,it has been estimated that 70% of opioid prescriptions are left unused,Recommendations
Who does advocate take back programs as an effective tool?,Who,938,Discussion of Recommendations: Risk Mitigation: Discussion: Other Risk Mitigation Strategies,the National Drug Control Strategy,Recommendations
What does the National Drug Control Strategy advocate?,What,939,Discussion of Recommendations: Risk Mitigation: Discussion: Other Risk Mitigation Strategies,take back programs,Recommendations
What were the top five most common medications collected in a 2013 medication take back event in a Michigan community?,What,942,Discussion of Recommendations: Risk Mitigation: Discussion: Other Risk Mitigation Strategies,pain relievers,Recommendations
What is the ratio of new users of injectable opioids who had previously used prescription oral opioid pain medication?,What,943,Discussion of Recommendations: Risk Mitigation: Discussion: Other Risk Mitigation Strategies,80%,Recommendations
